Detection Date,Detection Date,Latitude,Longitude,Lab Status,Detection Num,labels,Detection Normal,Notes,year,month,Num
2020-06-23,2020-06-23,47.482193,-122.316867,Unverified,737599.0,3,0.021950898135432332,Large body long wingspan it kept trying to get in my window I could see it had a long and wide body and a large wing span have never seen this type of bug in Burien before,2020,6,171
2020-06-23,2020-06-23,47.313834,-122.219523,Negative ID,737599.0,0,0.021950898135432332,building nest in neighbors table umbrella,2020,6,41
2020-06-23,2020-06-23,48.976443,-122.693357,Unverified,737599.0,3,0.021950898135432332,"I did not see it this time. I saw and heard one last Friday. Today I heard it fly behind my kids and I near our travel trailer which was the same area I saw the last one. It had the same deep, low humming sound.",2020,6,211
2020-06-22,2020-06-22,47.462194,-120.338585,Unverified,737598.0,3,0.018970760243357348,"A very long bee. At least 2 "" Long with black and yellow stripes. Twice as long at least as a yellow jacket. I did not notice his head. The wingspan was as wide as the yellow and black body. I have never seen anything like it in my 57 years living here.",2020,6,253
2020-06-23,2020-06-23,48.84756,-122.59351,Negative ID,737599.0,0,0.021950898135432332,Please let me know if this is one. I live in Ferndale WA,2020,6,56
2020-06-23,2020-06-23,45.711289,-120.4632,Negative ID,737599.0,0,0.021950898135432332,Have it alive,2020,6,13
2020-06-22,2020-06-22,48.992617,-122.462711,Unverified,737598.0,3,0.018970760243357348,Hornet seen in blueberry field.   Seemed 2-3 times larger than other hornets and looked like maybe a lighter colored head.,2020,6,122
2020-06-23,2020-06-23,47.65917,-122.34219,Unverified,737599.0,3,0.021950898135432332,"Larger than any hornet I've ever seen, it did not die or fall after I sprayed it with Raid, but seemed to go bananas and then fly outside.",2020,6,138
2020-06-23,2020-06-23,47.313968,-122.219479,Unverified,737599.0,3,0.021950898135432332, ,2020,6,1
2020-06-23,2020-06-23,47.096876,-122.78637,Unverified,737599.0,3,0.021950898135432332,"I am fairly certain I saw one land on my table in my backyard. My partner says he 'might have seen one last week sometime'. Unfortunately, I did not take a photo. It was longer than an inch, very large and beefy, black and yellow but not curved like a bu",2020,6,254
2020-06-24,2020-06-24,47.71608300000001,-122.294516,Unverified,737600.0,3,0.024931036027507316,"In my backyard, on its back - looks like its dying.",2020,6,51
2020-06-24,2020-06-24,48.967425,-122.25951200000002,Negative ID,737600.0,0,0.024931036027507316,"It flew into me and was making a weird buzzing sound, the coloring of it looked odd so I killed it just in case. Not sure what a young one looks like, seems a little too hairy maybe.",2020,6,182
2020-06-24,2020-06-24,48.054887,-122.777137,Negative ID,737600.0,0,0.024931036027507316,Big hornet. Believe to be Asian and we still have dead specimen.,2020,6,64
2020-06-24,2020-06-24,47.716203,-122.29458,Negative ID,737600.0,0,0.024931036027507316,"On its back, moving feet feebly.",2020,6,32
2020-06-24,2020-06-24,48.120383,-121.945173,Unverified,737600.0,3,0.024931036027507316,"I had been trying to get normal paper wasp nest out of some roofing rolls. I poked the nest with a rock to get the wasps out, I got stung by a normal wasp and smashed it. I did the same thing today. A few regular size wasps came out, and then a flying in",2020,6,254
2020-06-24,2020-06-24,47.388631,-122.13273,Unverified,737600.0,3,0.024931036027507316,My brother in law and myself were inspecting our honey bee hive and noticed one have was completely inactive. We started our inspection and foubd the whole hive dead with most of the bees dismembered. We also saw what appeared to be an Asian Giant hornet,2020,6,254
2020-06-24,2020-06-24,47.070274,-120.031115,Negative ID,737600.0,0,0.024931036027507316, ,2020,6,1
2020-06-24,2020-06-24,46.679153,-119.924229,Negative ID,737600.0,0,0.024931036027507316,I found a really large bee in my pool filter basket.  not sure if its a 'murder hornet' or not,2020,6,94
2019-08-25,2019-08-25,48.698967,-122.906356,Negative ID,737296.0,0,-0.8810308831632876,"ORCAS ISLAND 8/25/2019. My niece noticed this large Bee/Hornet and it was on top of a yellow jacket, beheaded it.",2019,8,113
2020-06-24,2020-06-24,47.169894,-122.367006,Unverified,737600.0,3,0.024931036027507316,Cutting down a tree and saw it among the limbs of the tree once it was cut down. Was flying around-don't know where it went.,2020,6,124
2020-06-24,2020-06-24,47.616488,-122.342152,Negative ID,737600.0,0,0.024931036027507316,Found on sidewalk 6th and bell. Seattle still alive dying have wasp in container,2020,6,80
2020-06-24,2020-06-24,48.994043,-122.265018,Negative ID,737600.0,0,0.024931036027507316, ,2020,6,1
2020-06-24,2020-06-24,47.878589,-122.524771,Unverified,737600.0,3,0.024931036027507316,"It was very aggressively fighting another bee on my job site, and I ended up needing to spray it with bee spray because it was getting aggressive towards me and my employee. It looked much more yellow before I sprayed it, and I was able to keep the body",2020,6,253
2020-06-24,2020-06-24,47.382477,-122.309934,Unverified,737600.0,3,0.024931036027507316,"It landed on the railing of the patio, was very thin  and over a inch long had a black head, a bright yellow body and a black tail",2020,6,130
2020-06-24,2020-06-24,46.08205,-117.851,Unverified,737600.0,3,0.024931036027507316,"I work at the ski area in this location, myself and 2 other employees observed the hornet and agreed it was a match, we tried to capture it but we were unsuccessful.",2020,6,165
2020-06-25,2020-06-25,47.524555,-121.943268,Unverified,737601.0,3,0.027911173919582297, ,2020,6,1
2020-06-25,2020-06-25,47.62984,-120.68945,Unverified,737601.0,3,0.027911173919582297, ,2020,6,1
2020-06-25,2020-06-25,47.327663,-122.673094,Negative ID,737601.0,0,0.027911173919582297,"We aren’t totally sure what this is, but we’ve never seen one here in 37 years. It was very big, with a very painful looking stinger.",2020,6,133
2020-06-25,2020-06-25,47.559931,-122.381509,Unverified,737601.0,3,0.027911173919582297,"It was easily 3- 4 inches black and yellowish orange. Sorry have a picture, was to big a s had my dog with me.",2020,6,110
2020-06-24,2020-06-24,47.766972,-117.33551,Negative ID,737600.0,0,0.024931036027507316,"We found this husk just outside our garage door.  The bottom of the abdomen and all of the insides are gone, almost as if it molted.",2020,6,132
2020-06-23,2020-06-23,47.480441,-120.351964,Unverified,737599.0,3,0.021950898135432332,This was a large gold hornet that was approx. 1.5 inches long. It landed on the pavement near a friends pool. I was not able to get a photo before it flew away,2020,6,159
2020-06-24,2020-06-24,47.53208,-122.33301000000002,Negative ID,737600.0,0,0.024931036027507316,An employee found this at the transfer station and was concerned it may be a AGH.,2020,6,81
2020-06-24,2020-06-24,47.574509,-122.608247,Negative ID,737600.0,0,0.024931036027507316, ,2020,6,1
2020-06-24,2020-06-24,47.931193,-122.226657,Unverified,737600.0,3,0.024931036027507316,"I was on my knees replanting some peas.  The large black hornet flew past me very slowly, about eight inches from my eyes.",2020,6,122
2020-06-25,2020-06-25,47.758649,-122.209649,Unverified,737601.0,3,0.027911173919582297,it was on a crossing button and was larger than my thumb. wasn't able to get a photo of it. Had a large head and long fat body.,2020,6,127
2020-06-25,2020-06-25,47.707137,-122.209704,Negative ID,737601.0,0,0.027911173919582297,"Very large, appears to be dead or dying... looked like a leg was slowly moving so I didn’t want to flip it over. Found right outside my front door.",2020,6,147
2020-06-25,2020-06-25,47.711309,-122.063132,Unverified,737601.0,3,0.027911173919582297,Very large bee set off  our camera! - cannot tell if it is striped. I have a link is there an email I can send it- it is in the first frame,2020,6,139
2020-06-25,2020-06-25,48.944975,-122.76511,Negative ID,737601.0,0,0.027911173919582297,We have been seeing this bee for sometime now,2020,6,45
2020-05-26,2020-05-26,47.608254,-122.312614,Unverified,737571.0,3,-0.0614929628426672,"I submitted this 5/27 and haven't heard back.  Seen through my first floor apartment window. Whole face orange. Dramatic black eyes.  Back end curled.  About an inch and a half long. It ""attacked"" my window.  Bugs fly into windows, but this came at it 3",2020,5,253
2020-06-25,2020-06-25,47.18085,-122.47383,Unverified,737601.0,3,0.027911173919582297,Down by the pond near water came near where we were sitting,2020,6,59
2020-06-24,2020-06-24,48.03897,-118.265801,Negative ID,737600.0,0,0.024931036027507316,I found it on the beach didn’t think about keeping it .,2020,6,55
2020-06-23,2020-06-23,47.950241,-116.87368700000002,Negative ID,737599.0,0,0.021950898135432332,Attached photos of the insect are of it alive. We killed it and have kept it in a container if further inspection is needed.,2020,6,124
2020-06-26,2020-06-26,47.699651,-122.385699,Unverified,737602.0,3,0.03089131181165728,"Turned to observe a dragonfly near me, only to realize that it was a very odd shape and the sound of wings were distinctly different that dragonflies. Upon closer look, the body of the insect was about the length of a dragonfly but was thick throughout t",2020,6,254
2020-06-26,2020-06-26,47.504575,-122.377286,Negative ID,737602.0,0,0.03089131181165728,Not sure if this is what you are looking for as I stepped on it coming out of the house this am.,2020,6,96
2020-06-26,2020-06-26,47.580535,-122.30897,Negative ID,737602.0,0,0.03089131181165728,Ring in photo is a woman’s wedding ring; bug was smashed when I found it,2020,6,72
2020-06-26,2020-06-26,47.098045,-122.641664,Negative ID,737602.0,0,0.03089131181165728, ,2020,6,1
2020-06-26,2020-06-26,47.736171,-117.488668,Negative ID,737602.0,0,0.03089131181165728,We found what we believe could be a murder hornet at our house. We have him in alum hill baggie.,2020,6,96
2020-06-26,2020-06-26,47.356237,-122.608342,Negative ID,737602.0,0,0.03089131181165728,"There is a huge wasp/hornet nest (@ 1 ft. x 1 1/2 - 2 ft. thick), located in a Cedar tree just on the north side of our fence (on the Home Depot property). It's about 65-75 ft. above ground, and you can actually see the wasps/hornets from the house w/nak",2020,6,254
2020-06-25,2020-06-25,48.99404000000001,-122.74888,Negative ID,737601.0,0,0.027911173919582297,Found dead in driveway,2020,6,22
2020-06-26,2020-06-26,47.62984,-120.68945,Negative ID,737602.0,0,0.03089131181165728,"I am not sure is An Asiankiller bee, but I saw often in my backyard",2020,6,67
2020-06-26,2020-06-26,46.867135,-122.264424,Unverified,737602.0,3,0.03089131181165728,One landed on a tenets arm . I was with her. She brushed it away before I could get a picture of it . I recognized the hornet.,2020,6,126
2020-06-26,2020-06-26,47.120787,-122.932782,Unverified,737602.0,3,0.03089131181165728,It landed on a flat 1.25 in wide cedar stick I was using to hold boards I was painting out in the front yard in the sun. I got a very good close look at it from < 0.5 m away for > 1 min and noted the morphological details. Using the stick width as a scal,2020,6,254
2020-06-26,2020-06-26,47.423551,-120.334839,Unverified,737602.0,3,0.03089131181165728,Came down to pool deck and tried to drink.  I wasn’t able to capture it but will continue to look.,2020,6,98
2020-06-26,2020-06-26,47.97659,-122.20596,Negative ID,737602.0,0,0.03089131181165728,This pic is the 3rd one I’ve found in my home of the same type over the last few weeks,2020,6,86
2020-06-26,2020-06-26,48.762519,-122.335409,Negative ID,737602.0,0,0.03089131181165728,large stinger but not the right colour,2020,6,38
2020-06-26,2020-06-26,48.397351,-122.223168,Unverified,737602.0,3,0.03089131181165728,Found it in my back yard .,2020,6,26
2020-06-26,2020-06-26,48.397608,-122.22306100000002,Negative ID,737602.0,0,0.03089131181165728,Found alive in my backyard,2020,6,26
2020-06-26,2020-06-26,48.813048,-122.450109,Unverified,737602.0,3,0.03089131181165728,On back of property near the power lines.,2020,6,41
2020-06-26,2020-06-26,48.813276,-122.449915,Unverified,737602.0,3,0.03089131181165728,Saw a hornet in back of property near power lines,2020,6,49
2020-06-27,2020-06-27,46.293984,-119.288958,Negative ID,737603.0,0,0.033871449703732265,Large hornet by itself,2020,6,22
2020-06-27,2020-06-27,47.286369,-122.29237,Negative ID,737603.0,0,0.033871449703732265, ,2020,6,1
2020-06-27,2020-06-27,47.542734,-122.630259,Unverified,737603.0,3,0.033871449703732265,"It was dead on the Port Orchard ferry dock. I have the 1"" long specimen, if you want it. I don't have a camera.",2020,6,111
2020-06-27,2020-06-27,47.535725,-122.327448,Unverified,737603.0,3,0.033871449703732265,"No photo available, landed near catalyzed epoxy (not first bee to be attracted) in a tub, latest still for long enough to positively identify. Fascinating thing.",2020,6,161
2020-06-26,2020-06-26,46.562313,-122.304996,Unverified,737602.0,3,0.03089131181165728,I was burning debris in back yard and a large bee about 2 in long flew up to me looked like an Asian hornet based on pictures I've seen. Then it flew away.,2020,6,155
2020-06-27,2020-06-27,48.512227,-122.236453,Unverified,737603.0,3,0.033871449703732265,We were sitting on the back porch when we thought a hummingbird was collecting nectar from the flowers. It was a giant Asian hornet instead. It had the big orange head and it's body was striped like a hornet. My husband tried to swat it away and it was c,2020,6,254
2020-06-26,2020-06-26,48.906018,-122.644137,Unverified,737602.0,3,0.03089131181165728,I have the specimen in a jar. after looking at photo looks like a giant elm sawfly,2020,6,82
2020-06-27,2020-06-27,48.764655,-122.462429,Negative ID,737603.0,0,0.033871449703732265,"A very large hornet about 1.25 inches long. It doesn't have the vivid yellow face but has a very big, mean looking stinger.",2020,6,123
2020-06-27,2020-06-27,47.71675,-122.13472,Negative ID,737603.0,0,0.033871449703732265,My shoe is a size 12 in photo,2020,6,29
2020-06-27,2020-06-27,47.762372,-120.166098,Negative ID,737603.0,0,0.033871449703732265, ,2020,6,1
2020-06-28,2020-06-28,47.040122,-122.735462,Unverified,737604.0,3,0.03685158759580725,"Insect was 1.5 to 2 inches long, buzzing very loudly.  It looked like a large wasp and was orange or red and black.  It slowed down long enough to see the shape of its body but I couldn't get a picture.  It was not a bumblebee or any other type of bee or",2020,6,254
2020-06-27,2020-06-27,47.166193,-122.118139,Negative ID,737603.0,0,0.033871449703732265,It appeared injured and couldn't stay on it's feet but kept rolling trying,2020,6,74
2020-06-28,2020-06-28,48.090673,-123.428019,Unverified,737604.0,3,0.03685158759580725,I saw a yellowjacket near a spot that I had plugged to prevent them from getting into our attic. I couldn't see well enough to tell if it had managed to get in so I got my binoculars out to sit and watch. In about 1 minute I saw a huge insect fly into my,2020,6,254
2020-06-28,2020-06-28,47.50142,-122.259726,Negative ID,737604.0,0,0.03685158759580725,Specimen was ~2 inches in length,2020,6,32
2020-06-27,2020-06-27,47.59061,-119.38658999999998,Negative ID,737603.0,0,0.033871449703732265,"Vic Meyers golf course, seemed to be struggling maybe dying. Flopping on ground. Approx 1.5""",2020,6,92
2020-06-28,2020-06-28,47.568041,-122.637503,Negative ID,737604.0,0,0.03685158759580725,"Gardening, found this huge carapace. Looks like a remnant of a stinger, too.",2020,6,76
2020-06-29,2020-06-29,48.732111,-122.46691,Unverified,737605.0,3,0.03983172548788223,"I live in Bellingham, I left my balcony door open to get fresh air and was sitting on my bed and saw it fly in. It landed on the ground, it was huge. I immediately closed my bedroom door. I don't know where it went now, but it no doubt was an Asian Giant",2020,6,254
2020-06-29,2020-06-29,47.218194,-122.434393,Negative ID,737605.0,0,0.03983172548788223,It’s bigger than our house key,2020,6,30
2020-06-29,2020-06-29,46.250239,-119.329838,Negative ID,737605.0,0,0.03983172548788223,"I'm not sure if this is one of the murder hornets but just want to be safe than sorry.   This was found near my home here in West Richland, WA",2020,6,142
2020-06-29,2020-06-29,47.677787,-122.297357,Negative ID,737605.0,0,0.03983172548788223,Is this an Asian Hornet?,2020,6,24
2020-06-29,2020-06-29,48.069517,-123.226411,Negative ID,737605.0,0,0.03983172548788223,"One in long, found in sequim wa.",2020,6,32
2020-06-29,2020-06-29,48.85324,-122.601104,Unverified,737605.0,3,0.03983172548788223,Caught on in Ferndale. Can't tell 100% what it is. Larger than than bumble bees that live here. Antenna look different than Asian hornet and different than sawfly,2020,6,162
2020-06-29,2020-06-29,47.943097,-122.107435,Negative ID,737605.0,0,0.03983172548788223, ,2020,6,1
2020-06-27,2020-06-27,48.717716,-118.66473,Unverified,737603.0,3,0.033871449703732265,"We were sitting near a body of water at the edge of a forested area, we heard a loud paper-rustling noise and saw what looked like a hummingbird coming towards us.  It was very fast - hovered near our faces for a few seconds, then flew off.  We could cle",2020,6,254
2020-06-29,2020-06-29,47.98494,-122.212551,Negative ID,737605.0,0,0.03983172548788223,Found this dead in my house. I’m not even sure if it’s a hornet or moth but thought it would be good to check.,2020,6,110
2020-06-29,2020-06-29,48.110948,-123.082559,Unverified,737605.0,3,0.03983172548788223,Large 2” black wasp found crawling under an old piece of wood in our undeveloped back yard in Sequim.,2020,6,101
2020-06-29,2020-06-29,47.16745,-122.606432,Unverified,737605.0,3,0.03983172548788223,"It was drinking water from a sunflower leaf, very calm, I didn’t see the two black teeth looking things in the front? But it was almost two inches long",2020,6,151
2020-06-30,2020-06-30,47.200122,-122.532709,Negative ID,737606.0,0,0.04281186337995721,Looked like it was dying.,2020,6,25
2020-06-30,2020-06-30,47.819557,-122.267824,Negative ID,737606.0,0,0.04281186337995721, ,2020,6,1
2020-06-30,2020-06-30,48.389311,-122.50611200000002,Unverified,737606.0,3,0.04281186337995721,"I'm sorry I don't have a photo, but I believe I may have seen an Asian Giant Hornet in my back yard today in La Conner WA. It flew by so I didn't get a detailed look, but it was approximately 2 inches long and I definitely saw orange. It's body looked to",2020,6,254
2020-06-30,2020-06-30,47.444534,-120.30271,Negative ID,737606.0,0,0.04281186337995721,This thing is alive in a jar and massive. I have NEVER in my life seen something this huge! Was found in the pool,2020,6,113
2020-06-30,2020-06-30,48.19485,-122.12324,Unverified,737606.0,3,0.04281186337995721,Huge!!,2020,6,6
2020-06-28,2020-06-28,47.174842,-122.33311100000002,Negative ID,737604.0,0,0.03685158759580725,"Caught this in a regular yellowjacket trap, but have not seen this before. (I know it is not AGH). Can you tell me what it is?",2020,6,126
2020-06-30,2020-06-30,47.311416,-122.330187,Negative ID,737606.0,0,0.04281186337995721,I don't know what this is..it is over 1 inch . Orange and black in color,2020,6,72
2020-06-30,2020-06-30,47.305708,-122.210226,Negative ID,737606.0,0,0.04281186337995721,Was laying in the middle of the road. Took pictures before and after it was ran over.,2020,6,85
2020-06-30,2020-06-30,48.01479000000001,-122.06411,Negative ID,737606.0,0,0.04281186337995721,It looks like a big hornet. Sorry the photo is a little blurry. My camera is old.,2020,6,81
2020-06-30,2020-06-30,47.001418,-122.809026,Negative ID,737606.0,0,0.04281186337995721,"Found this unusual wasp and wanted to report it. It appears to be very young, but was an odd color - with everything going on wanted to send it forward. I assume a trained eye will laugh and say ""don't you know your stinging insects"".",2020,6,234
2020-06-30,2020-06-30,47.422828,-120.316623,Unverified,737606.0,3,0.04281186337995721,A big orange hornet,2020,6,19
2020-06-29,2020-06-29,48.08158,-121.96931,Negative ID,737605.0,0,0.03983172548788223,My app says tarantula wasp. Thought I should report it!,2020,6,55
2020-06-30,2020-06-30,47.07493,-122.713043,Negative ID,737606.0,0,0.04281186337995721,Found along boardwalk; slowly dying.,2020,6,36
2020-06-30,2020-06-30,45.672036,-122.588415,Unverified,737606.0,3,0.04281186337995721, ,2020,6,1
2020-05-02,2020-05-02,48.910234,-122.357076,Unverified,737547.0,3,-0.1330162722524668,Saw entering my bee hive. Bees all gone now.,2020,5,44
2020-07-01,2020-07-01,47.851343,-120.035296,Negative ID,737607.0,0,0.045792001272032194,one of our golfers at the Lake Chelan Golf Course turned this in this morning.,2020,7,78
2020-07-01,2020-07-01,47.190704,-122.123977,Unverified,737607.0,3,0.045792001272032194,Lying on its back with wings tucked in and still slightly alive (legs moving); about 2 inches long total,2020,7,104
2020-07-01,2020-07-01,46.96679,-117.91437,Negative ID,737607.0,0,0.045792001272032194, ,2020,7,1
2020-07-01,2020-07-01,47.406496,-122.647241,Negative ID,737607.0,0,0.045792001272032194,Red color with white dot on back,2020,7,32
2020-07-01,2020-07-01,47.072699,-122.712731,Negative ID,737607.0,0,0.045792001272032194,Sitting on a leaf at the Billy Frank Jr. Nisqually National Wildlife Refuge,2020,7,75
2020-07-01,2020-07-01,47.65879,-122.402081,Unverified,737607.0,3,0.045792001272032194,"A large Asian Giant Hornet came flying out of the bushes along the sidewalk of West Government Way between 34th Ave W & 35th Ave W, along the Kiwanis Memorial Preserve Park",2020,7,172
2020-06-29,2020-06-29,47.156471,-119.318716,Unverified,737605.0,3,0.03983172548788223,"It was sighted on a covered patio. It landed on a clothes pin and began hitting the pin with its stinger.  I watched it for a few seconds to see if I could determine if it was the asian bee. It was about 1 1/2""-2""long and much larger bodied, mostly black",2020,6,254
2020-03-17,2020-03-17,47.181077,-122.117608,Unverified,737501.0,3,-0.270102615287916,"My daughter Isabella and myself had seen the Asian hornet,  Larger than he described it,  Oh is this like we didn’t seem to going fast!",2020,3,135
2020-06-29,2020-06-29,47.668648,-122.343328,Negative ID,737605.0,0,0.03983172548788223,"Was big, looked like a murder hornet from what we know from the news.",2020,6,69
2020-07-01,2020-07-01,47.03991,-123.64788,Unverified,737607.0,3,0.045792001272032194,saw one what on our deck and killed it. Was not able to get a photo.,2020,7,68
2020-06-29,2020-06-29,47.433547,-122.341049,Negative ID,737605.0,0,0.03983172548788223,Found in swimming pool.,2020,6,23
2020-07-02,2020-07-02,48.105185,-123.443025,Negative ID,737608.0,0,0.04877213916410718,I saw this insect floating in my kid’s pool. It’s larger than a quarter and next to a frisbee for scale.,2020,7,104
2019-06-20,2019-06-20,47.40177,-122.32429,Unverified,737230.0,3,-1.0777199840402365,I had noticed several summer 2019 for a two month period..Haven't seen any this year so far.Must not survived winter..My assumption,2019,6,131
2020-06-04,2020-06-04,48.937187,-122.644326,Unverified,737580.0,3,-0.03467172181399235,Suspect flew around me for 10-20 seconds. I’m allergic and was scared! No photo and I’m sorry. I tried to reach for my phone to take pictures but it was too dangerous,2020,6,166
2020-07-02,2020-07-02,48.951066,-122.451131,Unverified,737608.0,3,0.04877213916410718, ,2020,7,1
2020-04-16,2020-04-16,47.177374,-122.537428,Unverified,737531.0,3,-0.18069847852566653,Date approximate. Found hornet on driveway ground near death. Recognize from media photos. Thought it was queen yellow jacket until saw photos in media. I killed it. Bagged and into garbage. Sorry no photo. Was too big for yellow jacket and color a bit d,2020,4,254
2020-06-24,2020-06-24,48.117945,-123.465266,Unverified,737600.0,3,0.024931036027507316,"I was bicycling through Lincoln park in west port angeles wa. Midday in the fairground parking lot north of Lincoln park,and suddenly I saw a pair 2 very large dark insects fly by very fast that were very dark in color and looked from what I saw to be ju",2020,6,254
2019-07-02,2019-07-02,48.118052,-123.46483700000002,Unverified,737242.0,3,-1.0419583293353367,This is my contact info from the prior submission of the sighting of a asian hornet nest last year in port angeles wa near Stevens middle school in alley between 12 and 13th on e st in the east end of the alley on the north side,2019,7,228
2020-06-29,2020-06-29,48.152985,-118.999798,Unverified,737605.0,3,0.03983172548788223,"it was dark in color. I first thought it was a hummingbird, until I seen its shape (that of a hornet). It flew in one car window and out the other",2020,6,146
2020-07-01,2020-07-01,48.836773,-122.705159,Unverified,737607.0,3,0.045792001272032194,Observed inside the Petrogas facility and flew away,2020,7,51
2020-07-02,2020-07-02,47.909895,-122.192289,Negative ID,737608.0,0,0.04877213916410718,Please let me know what this thing is,2020,7,37
2020-07-02,2020-07-02,47.514864,-120.478976,Negative ID,737608.0,0,0.04877213916410718,Hornet is massive with an orange-red color on its lower half. It is approximately 1-1.5 inches long with a massive wingspan,2020,7,123
2020-07-02,2020-07-02,48.796917,-122.46183899999998,Negative ID,737608.0,0,0.04877213916410718,"Dead, found outside home at 4307 King Ave. Bellingham.",2020,7,54
2020-07-01,2020-07-01,47.714843,-121.986201,Negative ID,737607.0,0,0.045792001272032194,Found dead.  See attached photo.  No stinger present but it had been squished.,2020,7,78
2020-07-02,2020-07-02,47.40118,-120.30716,Negative ID,737608.0,0,0.04877213916410718,The person claimed to have seen two.  Captured one - and gave to my husband.  (He's a maintenance guy - keeper of honey bees),2020,7,125
2020-07-02,2020-07-02,48.901814,-122.56874,Negative ID,737608.0,0,0.04877213916410718,Looks like elm sawfly - found on property - moving sluggish,2020,7,59
2020-07-02,2020-07-02,46.38261,-120.729703,Unverified,737608.0,3,0.04877213916410718,My mother seen it yesterday said it was hovering outside by the dryer vent and it had an orange head described it to be 2 inches big she grabbed my nephew and ran inside. Also there is a huge bee nest high up in the tree outside my house I googled what t,2020,7,254
2020-07-02,2020-07-02,47.59582,-120.2441,Negative ID,737608.0,0,0.04877213916410718,Wacked him with my shoe ...nice shot,2020,7,36
2020-06-23,2020-06-23,47.742839,-122.105377,Negative ID,737599.0,0,0.021950898135432332,Not sure what this was maybe the bald-faced one but have seen it three different times this June.,2020,6,97
2020-07-03,2020-07-03,46.21261,-119.251341,Negative ID,737609.0,0,0.05175227705618216,Large wasp (approx. 1-1.5 inches) attracted to the parsley in our garden.  It flew away a couple of times but kept coming back.  We only spotted one and caught it in a container for identification.,2020,7,197
2020-07-03,2020-07-03,47.523026,-120.293274,Negative ID,737609.0,0,0.05175227705618216,not sure if this is one or not.,2020,7,31
2020-07-03,2020-07-03,48.944322,-122.480312,Negative ID,737609.0,0,0.05175227705618216,"Found this on our driveway this evening, looked almost dead when I saw it. Sent my husband out for pictures and to kill it. Forgot to put a coin down for size but it was about 2 inches.",2020,7,185
2020-07-03,2020-07-03,47.529828,-122.385746,Unverified,737609.0,3,0.05175227705618216,I couldn’t get a picture but I swear to god I saw one in my backyard.I live in West Seattle.,2020,7,92
2020-07-03,2020-07-03,47.4875,-120.33791,Unverified,737609.0,3,0.05175227705618216,I think I saw one in our neighborhood. I didn’t see it clearly but it was massive and aggressive,2020,7,96
2020-07-03,2020-07-03,47.39907,-120.267058,Unverified,737609.0,3,0.05175227705618216, ,2020,7,1
2020-07-03,2020-07-03,46.453624,-119.018948,Negative ID,737609.0,0,0.05175227705618216,scared the hell out of me,2020,7,25
2020-07-01,2020-07-01,48.614736,-123.119017,Unverified,737607.0,3,0.045792001272032194,It was on my railing and I went in to get a glass to trap it but it was gone when I came back out.,2020,7,98
2020-07-03,2020-07-03,48.942842,-122.767641,Unverified,737609.0,3,0.05175227705618216,"Not at all sure...the head of this critter is black.  I thought it was a beetle, but???",2020,7,87
2020-06-12,2020-06-12,46.733,-123.00078,Unverified,737588.0,3,-0.010830618677392486,"about 1.5 inches long , could not get a photo",2020,6,45
2020-07-03,2020-07-03,48.615546,-117.929221,Negative ID,737609.0,0,0.05175227705618216,I noticed 20+ hornets in my yellow jacket traps. They are much larger than the few yellow jackets I also caught in the traps. These large hornets match the above description exactly except that they have yellow legs.,2020,7,216
2020-07-03,2020-07-03,48.172847,-122.629824,Negative ID,737609.0,0,0.05175227705618216,The head is missing. Crawled out from a log in a wood pile. Husband panicked and squished it so fast he didn’t see the head very well.,2020,7,134
2020-07-02,2020-07-02,47.590191,-119.38986,Unverified,737608.0,3,0.04877213916410718,It was about twice the size of a normal yellow jacket and the kids and I noticed the more orange/yellow color was different (bolder) than a “normal” bee/wasp,2020,7,157
2020-07-03,2020-07-03,47.180501,-120.826972,Unverified,737609.0,3,0.05175227705618216,Found floating in the Teanaway river,2020,7,36
2020-07-03,2020-07-03,47.180501,-120.826972,Unverified,737609.0,3,0.05175227705618216,Found floating in Teanaway river,2020,7,32
2020-07-04,2020-07-04,47.4263,-119.27844,Negative ID,737610.0,0,0.054732414948257146,We’ve seen 3 that look just like this one,2020,7,41
2020-07-04,2020-07-04,47.33546,-122.339546,Unverified,737610.0,3,0.054732414948257146,Single very big hornet. Landed on people a couple of times.,2020,7,59
2020-07-04,2020-07-04,47.05368,-122.771055,Unverified,737610.0,3,0.054732414948257146,"Outside on 8005 Martin way E saw it fly around two people and fly up and away towards carpenter rd, (not that far, but that general direction) was a very big insect that looked like a tiny bird but was a huge bug. Never seen a bug fly that was that big",2020,7,252
2020-07-04,2020-07-04,47.556397,-121.910806,Negative ID,737610.0,0,0.054732414948257146,Hard to see head in photo. Color is brown/orange.,2020,7,49
2020-07-04,2020-07-04,47.657845,-122.325789,Unverified,737610.0,3,0.054732414948257146,"Hornet landed on a hemlock tree right in front (~3 feet) of me.  A neighbor was nearby and saw it and watched as it flew off toward my back yard. I attached a photo from an online site.  The third hornet, with the long 'stinger' at the back end is just w",2020,7,254
2020-07-04,2020-07-04,47.391238,-120.307095,Unverified,737610.0,3,0.054732414948257146,"No picture, but large 2+” bee spotted flying around vehicle in driveway.",2020,7,72
2020-07-03,2020-07-03,47.39293,-119.47636,Negative ID,737609.0,0,0.05175227705618216,While cleaning gutters at my parents home,2020,7,41
2020-07-03,2020-07-03,47.453236,-120.290509,Unverified,737609.0,3,0.05175227705618216,was found under some landscape fabric and sen by at least 5 to 7 people but was not able to photograph or capture,2020,7,113
